username,comment,
@Senang_bertani1,Kades itu curang.  Jabatanya di tambah mereka dukung undang2.  Jabatan perangkat di tambah undang2 kades tolak mati2an mengbaykan uu meskipun sudah kalah di pttun,
@welemcornelishendrik7505,"Saya seorang perangkat Desa yang mengabdikan diri selama 15 tahun dan  Purna Bhakti pada usia yang ke 60 dengan diberi cendramata , satu lembar selimut dan  emplop berisikan. Uang sebesar Rp : 2.500.000. ini sebenarnya penghargaan atau penghinaan terhadap perangkat Desa? Mohon penjelasannya dari dan perhatian pemerintah.",
@ZikraOktarina-ht6up,"Pak dengar baik2 realita di masyarakat kami tdk butuh penambahan jabatan kades, tp yg lebih penting dan subtantif itu status perangkat desa dan kesejahteraannya. Skali lagi wahai para anggota dewan dan para pemerintah yg terhormat yg hrs di perhatikan dan yg tepenting untuk di bahasa status dan kesejahteraan perangkat desa, klo soal masa jabatan kades udahlah cukup 6 tahun udah sangat lama itu, krn sangat di pahami maunya para kades itu krn dasar utamanya hx pengelolaan anggaran dgn waktu yg berkepanjangan yg membuat mereka masih sangat betah di jabatan itu sehingga mereka minta tambah masa jabatan dan juga tambahan anggaran, tp coba tanya langsung ke masyarakat benar tdk itu aspirasi yg di bawa para kades. Lucu klo DPR aja tdk bisa baca hal2 begitu berarti DPR juga tdk di pertanyakan turunx ke masyarakat. Klo itu di sahkan pastikan masyarakat kecewa krn mayoritas kades banyak yg jadi tersangka korupsi krn menyelewengkan dana desa yg membuat masyarakat geram dan kecewa. Jadi dsini Intinya yg terpenting adalah status dan kesejahteraan perangkat desa aja yg perlu di perhatikan status dan kesejahteraannya dlm revisi uu ini krn mereka yg stengah mati bekerja bukan kades dan mereka juga tdk mengelola anggaran apapun dan proyek2 desa melainkan kades sendiri klo pengalaman desa2 di daerah kami. mirisnya lagi perangkat desa hx menerima gaji pokok saja itupun sekali dalam tiga bulan, dan pada saat tiba momen demokrasi pilkades sampai usai pilkades seenaknya saja kades terpilih memberhentikan perangkat desa dgn semena2 jika tdk di anggap sejalan dlm permukaan pilkades. Jadi Itu yg terpenting bukan jabatan kades. Soal desa bisa maju dan tidaknya itu tergantung kadesnya klo dia emang hebat mengelola pemerintahan nya ya maju tp klo gk dan korupsi ya gitu2 aja. ya klo bagus masa pemerintahanx ke pilih lagi oleh masyarakat tp klo tdk ya di ganti. Jadi intinya bukan soal massa jabatan tp soal kinerja, itu masalah nya. Jadi masyarakat desa itu adalah filter alami bagi pemimpinnya yg sangat mengetahui dgn pasti kelakuan pemimpinnya krn kami bersentuhan langsung. Jadi soal periodisasi biarkan masyarakat yg menentukan dan cukup itu 6 tahun sama dgn bupati, gubernur presiden. Pak.. Klo Desa maju kadespun bisa menjabat kembali oleh masyarakat desa, tp klo desa stagnan atau cenderung rusak pemerintahannya, korupsi, biarkan masyarakat menyelesaikannya dlm pilkades kembali bukan justru di biarkan menjabat lebih lama. Jadi yg paling penting dlm revisi uu desa itu adalah Perangakat desanya yg harus di perhatian ststus dan kesejahteraan nya.",
@CrashRandom-p,Naikkan siltap perangkat desa,
@TalalanTalalan,DPR parlemen harus memperhatikan kesejahteraan Parlemen desa atau BPD masa ia gaji hanya ratusan ribu per bulan dan berkisaran 1 jutaan harusnya di sesuaikan dengan UMR di wilayah tersebut,
@pacesilla8518,Bapak2 pengambil keputusan seandainya tidak ada perangkat desa yang selallu bekerja keras untuk memperlancar semua kegiatan di pelosok maupun di perkotaan maka semua pasti berantakan....,
@ekosakinah6647,Jangan diperpanjang jabatannya. Lihatlah realita dibawah. Kades itu pengabdian bukan hitung untung rugi. Faktanya permainan dibawah banyak.,
@alambageur7359,"Kelamaan ah,ubah jadi 5 th aja sama Kya presiden ,cukup 2 periode",
@takinibnuyusuf-qe5lq,"Yg sudah dua periode gimana pak.
Apakah bisa melanjutkan,
Karena untuk mencapai masa jabatan 18 tahun, 
Yg telah dua periode/6 tahun, baru mencapai 12 tahun,",
@JuniorBukaToko,Kalau pun tetap dipaksakan utk 9 tahun sebaiknya UU desa jgn berlaku surut krn akan ada kepala desa menjabat lebih dari 18 tahun. Itu sdh termasuk penyimpangan krn yg stelahnya nanti tetap hanya menjabat 18 tahun dgn uud yg sama.,
@Kelam-e5k,Pak Dewan tu.mikirkan kades.bukan mikirkan rak yat.karna yg nyuruh Dewan duduk tu.kades.,
@aperiuslahagucreatoralc1063,"Justru saya lebih setuju UU ini periode masa jabatan kepala desa dikurangi menjadi 5 Tahun, Sama seperti DPR dan Presiden
Kepala desa tidak jauh penting dari wakil rakyat
Demokrasi kita seperti maju mundur jika UU ini mengalami perubahan tentang masa jabatan 9 tahun",
@fujimell1536,Di era siapa ini,
@apolonarisoniwungubelen4843,Belum ada kelanjutannya ya,
@pacesilla8518,"Buat apa pikirkan nasib seperti perangkat desa....itu jabatan kecil yang penting saat2 tertentu..atau pas pemilihan....umum lah bru... Kita manfaatkan mereka lagi.. 
. Ko seperti mereka... Itu mau apakan kita....",
@Tkgindo,"STATUS PERANGKAT DESA GIMANA?
WKWK DI ANAK TIRIKAN PEMERINTAH LAWAK!!!",
@priyono2092,"Laggi laggi kades dan kades ......
Apa yg bekerja kadesnya 
Yg sibuk dan bekerja itu persngkate 
Cuma samoekan informasi dari camat ko .....kades saja yg di bahas ....
Padahal yg bekerja perangkatnya pk 
Tolong setuh peragkat desanya baggemana unutuk tambah sejahtera",
@HamzariAgg-nx3pl,gimana kepala desa tidak Tran separan menguna dana desa,
@LIONEMESSI-z1x,Rakyatnya banyak yg tidak setuju tapi kenapa wakil rakyatnya banyak yg setuju ya?,
@yahyatiger3564,"Konflik itu Efek money politics bung, bukan efek Pilkades,,,, cobalah praktek politik uang diberantas ditegakkan UU pemilu nya maka tidak akan ada konflik,sejatinya konflik itu muncul karena yang kalah ingin memperjuangkan kan uang nya yang sudah digunakan untuk suap menyuap dan membeli suara rakyat,,,
Sudah jelas dan gamblang bahwa praktik politik uang itu merusak demokrasi dan integritas pemilu, mencetak mental korup, menghalalkan segala cara kok masih dibiarkan!!!! DPR YANG TERHORMAT jangan main drama lah,,, 
Untuk Indonesia bersih dan bermartabat segeralah tangani,cari solusi bukan diceritakan akibatnya...",
@ndens1347,Tambah mantap saja Kepala desa lahan KORUPSI nya..,
@hartonosimanjuntak,"Cepat x respon Dpr untuk yang tidak terlalu penting, sehingga yg lebih penting terabaikan",
@valensHadun,"Kalau 6 thn belum cukup konsulidasi trauma brati kades tdk punya kemampuan utk pimpin desanya, maju sebuah desa bukan karena lama jabatan melainkan kemampuan seorang lider nya, justru nambah jabatan kades tingkat polarisasi di masyarakat semakin tinggi karena kecemburuan oleh kalangan generasi, lihat pada orde Baru 8 thn apa hasil? Tergantung anggaran dr keuangan pusat dan regulasinya.",
@pakragilragil8955,"Kalau perlu 3 tahun saja kerna sekarang tanpa biaya calon pilkades, 3 tahun saja pak",
@yayannopiandi861,Aturan ngaur,
@mobilewijend,"Perangkat Desa dipaksa  memperhatikan Kesejahteraan masyarakat, padahal Perangkat Desa pun hidupnya sekarat bahkan mendekati melarat,
Gaji perbulan pun sangat susah untuk di realisasi walapun sudah perintah presiden tetap saja ada oknum yg menjegal.",
@andrikadevin141,Yg kepala desa sudah menjabat yg 6tahun gimana nasibnya,
@indrapermana-gs8de,"Muter muter terus beritanya, mudah mudahan perangkat desa mempunyai status pegawai agar lebih terjamin kasian gaa sesuai ma beban kerjaannya",
@sumarnokartopawiro2285,"Terus yang mau abis masa jabatannya apakah otomatis diperpanjang hingga 9 tahun?
Enak BANGET....
Menurut saya aturan ini ngga adil 
Presiden aja 5 thn sudah dikasih 6 thn malah ngelunjak....",
@DifaSalsabila-l3m,audit desa gk ada nampaknya ini ada apa?,
@kadessingobanyubiru1924,Desa kuat Indonesia maju,
@TresiaKatiandago,"Bagimna dengan peraturan aceh, apa sama juga pak 8 tahun",
@FaDzuRa,Malah nambah kaya kadesY,
@nasrudinlampung2725,kalau bisa kepala desa sampai 5th aja kalau 9th kelamaan dan banyak celah untuk kurupsi,
@kristoforusemanuellando7347,"Presiden saja jabatannya hxa 10 tahun...!!!
Masa Desa harus 18 tahun...???
Pada prinsipnya mungkin semuanya baik adanya...tetapi salah satu soalnya adalah regenerasi kepemimpinan yg teelambat...!!!
Apalagi standarisasi pejabat desa dari sisi pendidikan masih mnggunakan standar SLTA...!!!
Pendidikan memang bukan satuxa penetu kemampuan tetapi jika spt ini terus menerus maka besar kesimpulan generasi mendatang akan menganggap bahwa pendidikan itu tidak penting...!!!
Perpanjangan masa jabatan itu sebaiknya tetap 10 tahun...!!!
Tinggal Dana Desanya yg dinaikan dan itu semestinya harus di imbangi dengan perolehan pajak atau progres pembangunan di desa dalam bentuk bukan pajak (Efektifitas Pemanfaatan Dana Desa) sebagai bentuk timbal balik dari keuangan negara yg sudah di glontorkan utk pembangunan di Desa...!!!",
@soccerchelsea,"Raja raja kecil telah lahir di desa...punya Bengkok , punya Gaji ...",
@Lasimun-t7j,"6 taun itu kurang. 
Maksudnya kurang untuk melakukan korupsi dana desa",
@syamsulrizal30,Jd kades aja pingin 3 priode . Apalag jd bup. Gup,
@heritriyanti5288,3thn sj.opo bnykn sarang pak.audit dong jgn aman dan tenang2 SPJ nya,
@ismailadang2291,Perpanjang masa jabatan kepala desa cuma memperkeruh kedamaian desa.,
@kurnibaisul398,Di kabupaten Sumenep pupuk nggak sampai ke masyarakat karena di jual oleh ketua kelompok tani untuk kepentingan pribadi,
@ZuniAnto,Apakah UU desa cuman menjadi politik kok belum ada keputusan DPR ri masa jabatan 9 tahun duwa periode karnya Sampek sekarang belum ada keputusan,
@achmadnasrudin4009,"tidak berfungsi 1 miliar saja pembangunan tidak kelihatan lalu ditambah lagi uangnya dan lama masa jabatan saya yakin uangnya habis 
pembangunanya juga dak ada
kpk supaya cek langsung  jangan  nyuruh masarakat  biar terkoreksi",
@SitiSarwasih-rw2tl,Tidak masalah jabatan kepala desa 9 tahun yang penting amanah dan kalau ada dana desa tolong pemerintah awasi dan diaudit,
@PodcastTaroadaTarogau.Official,itu bukan masalah sih intinya kepala desa mau membangun desanya kalau terbukti bermasalah ya di turunkan secara adat,
@merdesa,"DPR CIUT NYALINYA DIANCAM KEPALA DESA.
Nyata sudah, DPR tak lebih dari sekumpulan orang yang haus kekuasaan.
Ketika diancam akan dihabisi suaranya pada tahun 2024 oleh kepala desa.
Sebuah usulan revisi Undang-undang bisa langsung dibahas tanpa masuk PROLEGNAS terlebih dahulu.

Demi keamanan Kursi mereka, DPR abaikan runtuhnya kehidupan Demokrasi di desa.
Demi keberlangsungan Jabatan mereka, DPR abaikan hak para putra desa yang berniat mengabdi di desa.
Inilah Kehancuran Demokrasi, ditangan para orang yang katanya pejuang demokrasi.

Betapa kerdil pemikiran anda, para wakil rakyat yang seharusnya mewakili rakyat tapi nyatanya hanya mewakili kekuasaan.

Untuk apa Titel tinggi, untuk apa ada Tim Ahli.
Untuk masalah yang sederhana saja DPR tak bisa menggali.

Dissintegrasi Masyarakat Pasca Pilkades bukan disebabkan pendeknya waktu memimpin.
Tapi pembiaran MONEY POLITIK yang jor-joran pada pelaksanaan PILKADES.

Mengapa DPR yang berisi orang pintar tak ada yang sadar hal ini.
Dengan menggerakkan Segenap Potensi Negara selesaikan hal ini.
CIPTAKAN PILKADES TANPA MONEY POLITIK.
Buat regulasinya,
Libatkan seluruh Stakeholder bangsa.
TNI POLRI, LSM/ORMAS, CIVITAS AKADEMIKA.

Kawal Pilkades agar tak ada Praktek Money Politik.
Maka Calon akan Ringan Beban Biaya dan Psikologisnya.
Hingga tak menghalalkan segala cara, hasut pendukung berakibat perpecahan warga.

Sadar hai wakil rakyatku !
Terlebih Dana Desa naik 100 %,
Bahan bakar untuk para Calon berlomba merebut kemenangan semakin besar.
Permusuhan akan semakin membara.
Bukan perdamaian yang kau ciptakan dengan Draft Revisi Undang-undangmu.
Tapi PENGEBIRIAN DEMOKRASI BERLANDAS HUKUM yang kau legalkan.
dan pastinya DISSINTEGRASI DESA AKAN SEMAKIN TERBUKA !",
@SaKur-k5x,Aturan.pasti.benar.pertimbanganya.matang.sudah..yang.tdak.tidak.benar.cara.membandingan..masak.satu.dana.satu.m.tampa.untuk.kepenan.desa.dan.dananya.hanya.untuk.kadesnya.ku.rasa.tidak.brow.,
@yahyawahyudi4555,Alasan tak masuk akal tentang perpanjangan masa jabatan kades,
@amankchanel7160,Bulan berapa biasanya revisi uu disahkan pemerintah,
@195rul.,Kepala desa banyak sama dengan jokowi (di benci warga),
@bintikhodijah6749,"Klo yg berduit mah  lebih dari 3  kali jabat  , 9x4  brp th  , dapat bengkok , dana desa ,tunjangan  wis nikmat  banget pokok'e",
@MisnawatiGoni,"Lebih baik 6 x 3 darioada 8 x 2 pak ,, klu 6 x 3 ,, klu rakyat TDK setuju dgn hades itu yaa bisa di usulkan kades baru tapi klu 8 THN cukup SDH penderitaan rakyat pak",
@AfBerkah,"Mari kita pilih lagi DPR RI yg membuat undang2 tentang perpanjangan kepala desa .dulu 5 THN ,jdi 6 THN.sekarang jdi 9 tahun.yg dipikirkan ituuu bagaimana nasib kades2 yg terdahulu sekarang banyak yg bekerja sembarangan asal halal.tidak sedikit kepala desa sangat susah cari kerjaan setelah jabatannya habis .kalau undang2 tentang kepala desa saat ini yg dipikirkan bagaimana nasib kepala desa yg sudah habis jabatannya ...? Kalau bikin undang2 itu ,yg akan datang pikirkan juga.jangan seolah2 kepala desa dan aparatnya yg dulu tidak pernah berbuat.yg namanya kebijakan ituuuu ,kemaslahan kades yg akan datang dipikirkaaann yg sudah lewat juga dipikirkaaann itu beneerrr",
@syamsuddinuddin1767,"Klo jabatan desa diperpanjang maka DPR cepat sekali setuju
Tapi kalau jabatan presiden 10 tahun 1 periode maka semua langsung MENOLAK MENTAH2
Ada apa.?
Kenapa harus desa.?
Knp bukan jsbatan bupati gubernur dan presiden.?
Padahal kerusuhan yg paling hebat justru jauh lebih parah ketimbang pilkades.
DPR jauh lebih takut kpd KADES ketimbang presiden.!!!!!!!!!!!!!!
DPR sudah membuat uu malapetaka di desa desa.!!!!!!",
@dadangksd,1priode juga udah bosan g ada kemajuan di desa sya subang jawa barat parah,
@WijastroMaestro,"Jika masa jabatan kepala desa 8 thn, berapa masa jabatan BPD?",
@WirDan-w8e,"Ini jelas kepentingan kepala desa bukan kepentingan rakyat, 
Fakta",
@mrnobody2795,"Ruu perampasan aset koruptor ga di sah2 kan , malah yg tidak penting",
@Sutrisno-m7f,Yang Pasti ......DPR-RI gak akan saya pilih,
@mardiyantomertasari5956,"Justru kalau kades masa jabatannya 3 tahun, tidak akan muncul permasalahan yang serius",
@akhyarakhyar4405,Waduh...para Dewan yg dicoblos rakyat. Jangankan 9th. Lima th aja banyak yg masuk bui.,
@apolonarisoniwungubelen4843,Perkembangannya sudah sejauh mana pak DPR,
@HamzariAgg-nx3pl,pembangunan titak menguna kan papan plang,
@fishingcuzapudasaktisport8100,Alah2 DPR tak merasakan jadi masyarakat heeeeeeee jadi tak bisa memberi yang muda untuk memmimpin yang itu2 saja.,
@rezaharijambak2128,"Awal nya saja memikirkan nasib dan status perangkat desa tapi semakin kesini kenapa jabatan kepala desa terus yg terus di bahas.
Perangkat desa tetap mengenaskan nasib nya.
Di tambah lagi menahan kan masa jabatan kepala desa yg di tambah, aduh ampun.....",
@GagakRimang-l5h,kepala desa byk yg korup gitu terus gaj pernah di audit dana desa di gresik timur gitu,
@RusliSuleman-hf3ic,"Kades bodoh itu yg TDK tau mendamaikan masyarakatnya karena dampak pilkades jgn itu di jadikan tameng, sesungguhnya yg perlu di cermati, HUTANG Indonesia/ hutangnya kita akibat ulah kita / ulah bapak dewan  pusat serta para kades sehingga hutang negara menumpuk. Masyarakat kok TDK terlalu menuntut banyak dari pemerintah, hanya kades lah terlalu menuntu dgn alasan membangun desa,mensejahterakan masy, ujungnya mensejahterakan pribadi KADES,",
@devinaaprilia2363,Dan kepala Desanya kurang mreteli dana desa kalo cuma 6 tahun kalo 9 tahun kan lumayan,
@Kelam-e5k,Jika indonesia GK benani basmibibit bibit korupsi.indinesia akan hancur karena hutang.dn sia sia pah Kwan kita yg rela mati demi negara.bukan demi korupsi.tapi demi masyarakat supaya makmur.,
@dadangksd,desa makan uang banyak dari masarakat desa korupsinya banyak di mana2,
@eco_sanget,"Yg kerjanya paling byk sekretaris desa. Dulu sekdes ada pengangkatan jd ASN, skrg malah gak",
@puryanto815,Kepala desa pada syukuran,
@kaboy2107,"Saya Prihatin dengan perangkat desa di desa saya , kerja seperti tidak kenal waktu, apalagi kalo musim pendaftaran sekolah , warga minta Pengantar, musim bantuan ,di kejar warga , musim hajatan dan sosial pasti nimbrung.. melihat kondisi kehidupanya prihatin,, saya sebagai Warga Lebih Setuju Perangkat Desa Di Angkat PNS agar ada perhatian dari pemerintah. miris",
@arisae819,"MAKSUD PARA KEPALA DESA KALAU 6 TAHUN MODAL MEREKA BELUM PULIH,,,JUGA BELUM SEMPAT KORUPSI,,,MAKANYA MINTA DI PERPANJANG....",
@kadeskaranganyar2334,Hak demokrasi 6 thn,
@chiprokofficial6403,Rakyat demo uu ite dan uu cilaka dpr lempeng aja. Giliran perangkat desa cepet bgt direspon,
@KakaCantik-h1n,Kepala desa makin sejahtera,
@RoyBrewok2011,"Yang jelas jangan dibiarkan kades jabatannya sampai 9 tahun, kenapa? Karena banyak jeleknya, penyelewangan dana susah untuk diawasi. Contohnya di desa saya, dana desa tidak jelas kemana, proyek tidak ada.",
@hqtiano5207,"iya klo kepala desanya baik 9 th ok
klo tidak baik 9th kelamaan",
@DifaSalsabila-l3m,kalau uudesa gk di ubah tkan terjadi indonesia emas indonesia gelap mungkin,
@SofahMarwah-u2w,Jangan kan baru 9 THN 20 tahun juga kalau orang yg tidak mau membangun desanya ya nggak mungkin bisa membangun desanya pak.makanya jangan pakai teori aja lihat praktenya turun kelapangan biar tau.,
@iwayanaman9385,"BPD nya apa diperlakukan sama,  9 tahun?",
@naftalinmangaso4345,Harus dirubah itu masah kades 8 tahun kaya kades itu,
@naparenyulia5367,Bolehkah kepala desa berasal dari asn,
@ibnufajarfajar4434,Kacua,
@adhievo1,"Konsolidasi itu 1 bulan 2 bulan sdh cukup..makin lama menjabat, makin rusak..makin berani ngacak2 uang rakyat utk kpntingan pribadinya...rusak...",
@sayyes8291,Biar lebih banyak waktu untuk korupsi dalam mengembalikan modal pencalonan kades. Itu realita nya,
@ekowahyudi5652,"Kalian sibuk ngurusi dana desa sedang perangkat desa kaian abaikan 
Mohon bapak ibu ketahui perangkat desa terutama aekdes bekerja 24 jam baik itu berkaitan dengan administrasi maupun melyani masyarakat 
Dengan gaji 2025.000 untuk perangkat dan 2250.000 untuk sekdes sangat jauh dari cukup blm lagi ditumbur nasi kotak warga yg hajatan 1 hari bisa 5 bayangkan 5 x 50 sudah 250 ribu blm lagi jika ada kegiatan dikampung maupun didusun nyaris bisa jual.sawah ladang 
Kecuali bagi desa yg masih memiliki tanah bengkak itu sangat membantu 
Mohon bapak ibu pengambil.kebijakan pikirkan perangkat desa yg bekerja
Yg tidak bisa bekerja pecat saja",
@dariusdaut1365,"Saya minta DPR itu turun sorfei apa yang kepala Desa buat,sesuai ngga kerja nyatanya dengan lapora palsu mereka. Kalau uu desa ini 8 tahun maka kami rakyat golput untuk pili DPR,kami berumpah.Kasi seumur hidup aja  supaya merka puas.",
@yahyatiger3564,"Situasi Pilkades panas karena adanya money politics,maka basmilah praktek politik uang nya yg jelas² melanggar UU pemilu dan norma agama serta merusak sistem demokrasi kita",
@grchannel439,"sekalian aja 18 tahun pak bos... kl alasan panas, trauma,, sekalian otoriter jangan tanggung tanggung...",
